status_id,status_message,status_author,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
1590935691169559_1916669001929558,,Abinya Lu'ay N Asma',,status,,2017-10-05 22:44:41,3,0,1,2,0,0,0,0,1,0
1590935691169559_1910317522564706,Anda pilih mana ?,Yulis Awang Setyawan,,photo,https://www.facebook.com/photo.php?fbid=1981509685467371&set=gm.1910317522564706&type=3,2017-09-19 07:29:23,7,3,0,7,0,0,0,0,0,0
1590935691169559_1916348278628297,,Iyex Malmsteen,,status,,2017-10-05 08:19:03,2,0,1,2,0,0,0,0,0,0
1590935691169559_1916347248628400,,Iyex Malmsteen,,status,,2017-10-05 08:18:19,2,0,0,2,0,0,0,0,0,0
1590935691169559_1915548202041638,,Laskarmuda Sjamsoeddin,Laskar Muda Sjafrie Sjamsoeddin,photo,https://www.facebook.com/LaskarMudaSS/photos/a.938842976262465.1073741827.938841962929233/1279613748852051/?type=3,2017-10-03 07:47:20,5,0,1,5,0,0,0,0,0,0
1590935691169559_1915528335376958,,Laskarmuda Sjamsoeddin,Laskar Muda Sjafrie Sjamsoeddin,photo,https://www.facebook.com/LaskarMudaSS/photos/a.938842976262465.1073741827.938841962929233/1279613748852051/?type=3,2017-10-03 06:32:11,1,0,0,1,0,0,0,0,0,0
1590935691169559_1915505728712552,,Laskarmuda Sjamsoeddin,Sjafrie Sjamsoeddin,photo,https://www.facebook.com/sjafriess/photos/a.335331446895969.1073741830.176090696153379/373530833076030/?type=3,2017-10-03 05:02:13,1,0,0,1,0,0,0,0,0,0
1590935691169559_1915505708712554,,Laskarmuda Sjamsoeddin,Sjafrie Sjamsoeddin,photo,https://www.facebook.com/sjafriess/photos/a.335331446895969.1073741830.176090696153379/373530833076030/?type=3,2017-10-03 05:02:10,2,0,0,2,0,0,0,0,0,0
1590935691169559_1915475598715565,,Iyex Malmsteen,,status,,2017-10-03 02:51:26,3,0,0,3,0,0,0,0,0,0
1590935691169559_1915453252051133,Memangnya dri Kemarin ada Wibawanya yaa ?? wkwkwk,Widya Putri,"Klarifikasi Terkait Impor Senjata Berubah-ubah, Wibawa Pemerintah Bisa Jatuh - NusantaraNews",link,https://nusantaranews.co/klarifikasi-terkait-impor-senjata-berubah-ubah-wibawa-pemerintah-bisa-jatuh/,2017-10-03 00:43:43,2,0,0,2,0,0,0,0,0,0
1590935691169559_1914676545462137,,Abinya Lu'ay N Asma',,status,,2017-09-30 22:24:50,4,1,2,4,0,0,0,0,0,0
1590935691169559_1915260392070419,Saya di tanamkan dari kecil untuk benci dengan PKI.,Hendra Permana Putra,,status,,2017-10-02 10:46:32,4,0,0,4,0,0,0,0,0,0
1590935691169559_1914577025472089,,Ace Djatnika,Eks KKO: Ada Sayatan Melingkar di Leher Jenderal Ahmad Yani,link,http://m.jpnn.com/amp/news/eks-kko-ada-sayatan-melingkar-di-leher-jenderal-ahmad-yani,2017-09-30 15:03:01,13,3,8,11,2,0,0,0,0,0
1590935691169559_1914542508808874,"https://kabar.news/dibalik-kebesaran-pki-ada-peran-tiga-sosok-anak-muda

The three Musketeers",Arya Wicaksana,"Dibalik Kebesaran PKI, Ada Peran Tiga Sosok Anak Muda",link,https://kabar.news/dibalik-kebesaran-pki-ada-peran-tiga-sosok-anak-muda,2017-09-30 13:07:26,2,0,0,2,0,0,0,0,0,0
1590935691169559_1914369042159554,,Abinya Lu'ay N Asma',Kivlan Zein Fans,photo,https://www.facebook.com/KivlanZeinFans/photos/a.125178381558440.1073741828.125177521558526/134165650659713/?type=3,2017-09-30 05:21:21,5,0,1,5,0,0,0,0,0,0
1590935691169559_1914337135496078,,Abinya Lu'ay N Asma',,status,,2017-09-30 03:25:58,7,0,0,4,0,3,0,0,0,0
1590935691169559_1914279925501799,"MUI, Kodim dan Polres di Kabupaten Jember Kompak Tangkal Paham Komunis",Widya Putri,"MUI, Kodim dan Polres di Kabupaten Jember Kompak Tangkal Paham Komunis",link,https://nusantaranews.co/mui-kodim-dan-polres-di-kabupaten-jember-kompak-tangkal-paham-komunis/,2017-09-29 23:02:36,8,0,2,8,0,0,0,0,0,0
1590935691169559_1914264188836706,"Mkasih sudah diterima di grup ini... Salam NKRI, Pancasila....!!! 

Hajar atheis, komunis, pki!!!",Ace Djatnika,,status,,2017-09-29 22:01:50,2,0,0,2,0,0,0,0,0,0
1590935691169559_1913883322208126,,Satrio Piningit,,status,,2017-09-28 20:30:37,2,1,1,2,0,0,0,0,0,0
1590935691169559_1908920042704454,,Moh Bima Suci,Suara Netizen Cyber Forums,video,https://www.facebook.com/suaranetizencyberforums/videos/766757933525069/,2017-09-15 14:52:46,5,1,5,5,0,0,0,0,0,0
1590935691169559_1913869092209549,,Laskarmuda Sjamsoeddin,Sjafrie Sjamsoeddin,photo,https://www.facebook.com/sjafriess/photos/a.335331446895969.1073741830.176090696153379/368903283538785/?type=3,2017-09-28 19:22:20,1,0,0,1,0,0,0,0,0,0
1590935691169559_1913862135543578,,Laskarmuda Sjamsoeddin,Sjafrie Sjamsoeddin,photo,https://www.facebook.com/sjafriess/photos/a.335331446895969.1073741830.176090696153379/369296153499498/?type=3,2017-09-28 18:47:06,0,0,0,0,0,0,0,0,0,0
1590935691169559_1913787015551090,,Jamaah Aulia,Koramil Lemahwungkuk Gelar Nobar Bareng JRM,link,http://www.beritautama.id/2017/09/koramil-lemahwungkuk-gelar-nobar-bareng.html?spref=fb,2017-09-28 13:36:13,2,0,0,2,0,0,0,0,0,0
1590935691169559_1913712042225254,,Iyex Malmsteen,,status,,2017-09-28 09:03:24,1,0,0,1,0,0,0,0,0,0
1590935691169559_1913580872238371,,Satrio Piningit,,status,,2017-09-28 00:54:59,8,2,2,8,0,0,0,0,0,0
1590935691169559_1913365415593250,,Iyex Malmsteen,,status,,2017-09-27 10:04:50,3,0,0,3,0,0,0,0,0,0
1590935691169559_1912642452332213,Mohon di bagikan ke grup2 yang lain agar waspada dgn ajaran sesat nya,Abinya Lu'ay N Asma',,status,,2017-09-25 08:48:13,1,1,0,1,0,0,0,0,0,0
1590935691169559_1913316488931476,Cerdas nya Panglima JENDERAL GATOT  membicarakan yg lain kok ada yg  merasa tersindir secara tdk langsung terbuka rahasianya,Abinya Lu'ay N Asma',Anggit Tanoto Page,video,https://www.facebook.com/OfficialfpAnggittanoto/videos/1648569915174440/,2017-09-27 07:18:47,20,0,6,19,1,0,0,0,0,0
1590935691169559_1912913405638451,,Abinya Lu'ay N Asma',Media Hankam,video,https://www.facebook.com/dephankam/videos/746077835575508/,2017-09-26 03:34:06,4,0,7,3,0,1,0,0,0,0
1590935691169559_1912911278971997,"Terima kasih sudah di perkanankan gabung di kelompok anti pki... 
Semoga makin kuat tali silaturahmi kita untuk sama sama membasmi paham komunis... 
Terutama di bumi NKRI ini... 
Rgds
Deden.",Deden Deden,,status,,2017-09-26 03:22:24,2,0,0,2,0,0,0,0,0,0
1590935691169559_1912900892306369,,Boya Kosasih,,status,,2017-09-26 02:17:52,2,0,0,2,0,0,0,0,0,0
1590935691169559_1912852868977838,http://kabar.news/k60-alasan-masyarakat-tak-menonton-film-g30spki,Arya Wicaksana,K60: Alasan Masyarakat Tak Menonton Film G30S/PKI,link,http://kabar.news/k60-alasan-masyarakat-tak-menonton-film-g30spki,2017-09-25 21:59:39,2,0,0,2,0,0,0,0,0,0
1590935691169559_1912675908995534,As wr wb....mash dgn kptsan sama itu saja....ok  salam sejahtera amin,Mahdar Sudrajat,,status,,2017-09-25 10:15:40,1,0,0,1,0,0,0,0,0,0
1590935691169559_1912523195677472,,Iyex Malmsteen,,status,,2017-09-25 01:19:10,1,0,0,1,0,0,0,0,0,0
1590935691169559_1911905665739225,"Salam, ada yg jual kaos anti PKI?",Aco Zulfikar,,status,,2017-09-23 09:17:24,1,0,0,1,0,0,0,0,0,0
1590935691169559_1911143312482127,,Moh Bima Suci,,status,,2017-09-21 11:28:46,2,1,0,2,0,0,0,0,0,0
1590935691169559_1911160102480448,,Moh Bima Suci,"Penamaan ""Aidit"" Dibelakang Nama Gembong PKI ternyata bukan Marga Habib, Berikut Klarifikasi dari Robithoh",link,http://bit.ly/2fCySpE,2017-09-21 12:13:00,4,1,0,4,0,0,0,0,0,0
1590935691169559_1911819862414472,"Trims admin konfirmasinya.Mari kita berjuang bersama,sharing informasi untuk menghalau gerakan komunis yang mulai terbuka kedoknya dengan wajah2 dan partai baru.",Cahyani Ashari,,status,,2017-09-23 04:53:59,0,0,0,0,0,0,0,0,0,0
1590935691169559_1911662855763506,Hati siapa yg dukung bapak ini????,Edy Putro,,status,,2017-09-22 19:17:42,5,0,0,5,0,0,0,0,0,0
1590935691169559_1911338149129310,,Iyex Malmsteen,,status,,2017-09-22 00:14:19,4,0,0,4,0,0,0,0,0,0
1590935691169559_1911008705828921,"http://kabar.news/film-g-30-s-pki-sinematografi-yang-buruk-atau-penguatan-ideologi

Setuju gak film G30S/PKI ditayangkan lagi ?",Arya Wicaksana,"Film G 30 S PKI, Sinematografi yang Buruk atau Penguatan Ideologi ?",link,http://kabar.news/film-g-30-s-pki-sinematografi-yang-buruk-atau-penguatan-ideologi,2017-09-21 04:09:18,8,0,0,8,0,0,0,0,0,0
1590935691169559_1909694329293692,,Moh Bima Suci,Ahmad,video,https://www.facebook.com/10214591001989950/videos/10214477058861443,2017-09-17 12:45:35,3,2,3,3,0,0,0,0,0,0
1590935691169559_1910598999203225,suami ku klk tdur mcm tu,Jenifer Iyaq,,status,,2017-09-20 01:57:32,1,0,0,1,0,0,0,0,0,0
1590935691169559_1910259909237134,,Moh Bima Suci,,status,,2017-09-19 04:00:08,4,0,1,4,0,0,0,0,0,0
1590935691169559_1910221859240939,"Mr. Jokowi,  Inilah kecemburuan saudaraku di Kalimantan Barat. Dengar keluhan mereka segera datangkan bantuan. Tiba waktunya kau buktikan blusukanmu dengan kenyataan hari ini. Tak pula kumengerti infrastruktur partai pemenang para pemimpiin daerah disini tak mampu menghadirkan bantuan nyata. Mana suara Gubernur Kalbar... Mana suara bupati Sintang dan Melawi untuk mendatangkan bantuan dari pusat kekuasaan pemerintahan Jokowi. Kenapa justru rakyatnya yang berteriak lantang hari ini.

Tidak berdayakan Gubernur Kalbar... Yang suka mengumbar suara dari partai paling besar. Tidak berdayakah bupati yang begitu perkasa menjelang Pilkada..",Alexander Sebastian,,status,,2017-09-19 01:17:04,3,0,0,2,0,1,0,0,0,0
1590935691169559_1910185539244571,"Ni orang solo.
Perlu di proses",Yuepi Selanola,,photo,https://www.facebook.com/photo.php?fbid=1278965668899808&set=gm.1910185539244571&type=3,2017-09-18 22:42:33,2,0,0,2,0,0,0,0,0,0
1590935691169559_1909917985937993,,Sofie,,status,,2017-09-18 06:41:53,6,0,0,6,0,0,0,0,0,0
1590935691169559_1909903279272797,,Iyex Malmsteen,,status,,2017-09-18 05:29:48,0,0,0,0,0,0,0,0,0,0
1590935691169559_1909766929286432,,Iyex Malmsteen,,status,,2017-09-17 17:54:37,1,0,0,1,0,0,0,0,0,0
1590935691169559_1909714975958294,https://m.facebook.com/groups/634339260092972?view=permalink&id=685572374969660&refid=18&__tn__=%2As-R,Heri Santoso,,status,,2017-09-17 14:06:20,2,0,0,2,0,0,0,0,0,0
1590935691169559_1909594632636995,,Sofie,,status,,2017-09-17 07:59:08,2,0,0,1,0,1,0,0,0,0
1590935691169559_1909593872637071,,Baron Setiabudi,The Wathtower Joan Osborne Never Forget Video.php-v - Video Dailymotion,video,http://www.dailymotion.com/video/xf6miv,2017-09-17 07:55:20,0,0,0,0,0,0,0,0,0,0
1590935691169559_1909256569337468,,Moh Bima Suci,,status,,2017-09-16 12:38:24,1,0,1,1,0,0,0,0,0,0
1590935691169559_1908820659381059,"*PENGAMAT: ADA TUJUH FAKTA BAHAYANYA PDIP BERKUASA*

Pengamat Hukum dan Politik dari The Indonesian Reform, Martimus Amin, SH mensinyalir tujuh fakta berbahayanya PDIP berkuasa. Ketujuh fakta ini nyata terasa hari ini.

Sebagaimana diketahui, seusai reformasi, PDIP telah dua kali berkuasa. Pertama, pada saat rezim Megawati. Kedua, saat ini, yaitu rezim Jokowi yang merupakan kader PDIP.

Apa saja tujuh fakta tersebut? Martinus menyatakan sebagai berikut:

*1. Asset negara dijual*

Fakta yang terkenal adalah Indosat dijual ke Singapura dan Blok Gas Tangguh dijual ke China. Kedua fakta itu terjadi pada masa Megawati. Sekarang ditengarai, BUMN di sektor keuangan dijual juga ke China dengan kedok penambahan modal.

*2. Korupsi dan a-susila merajalela*

Korupsi saat ini terjadi demikian merajalela. KPK justru mandul atau dimandulkan.

*3. Premanisme & anarkis dimana-mana*

Premanisme dan anarkis merajalela. Penyidik KPK, Novel Baswedan merupakan korban dari premanisme yang hingga saat ini seolah dibiarkan bebas. Sedangkan anarkisme yang terjadi pada saat penghadangan Sobri Lubis di Kalimantan Barat dan Fahri Hamzah di Manado, juga dibiarkan oleh rezim PDIP yang gubernurnya adalah kader PDIP

*4. Komunisme bangkit*

Pada saat PDIP berkuasa, iklim gerakan komunisme dihidupkan. Akibatnya para penganut ideologi komunis bebas berpropoganda ke masyarakar yang akibatnya membuat suhu politik meningkat panas.

*5. Orang kafir petantang-petenteng*

Berikutnya orang yang tidak beriman kepada Allah menurut orang Islam atau disebut Kafir, petantang-petenteng. Mereka menunjukkan aktivitas kafir seperti menghina Al-Qur’an dan Nabi Muhammad Saw. Anehnya aktivitas kekafiran ini seolah dilindungi rezim PDIP.

*6. Islam diobok-obok*

Seperti halnya membiarkan kekafiran, implikasinya tentu saja akan mengobok-obok Islam. Islam dibenturkan satu sama lain. Isu Islam radikal dan moderat diproduksi oleh intelijen kemudian dibenturkan satu sama lain. Ini hanya ada di rezim PDIP.

*7. Ulama dizalimi*

Ulama dikriminalisasi. Zaman Megawati yang juga dari PDIP, ulama sepuh Abu Bakar Baasyir dikriminalisasi dan diperlakukan kasar hingga dirawat di rumah sakit saat itu.

Saat Jokowi berkuasa, ulama kembali jadi target. Saat ini Muhammad Al-Khattat masih ditahan. Habib Rizieq dikejar dan diintimidasi. Akibatnya Habib Rizieq, mengasingkan diri di Arab Saudi.

Sebenarnya terdapat satu lagi fakta berbahaya berkuasanya PDIP. Di zaman Jokowi, aktivitas separatisme dan subversif terhadap NKRI dibiarkan. Papua dan Minahasa menuntut merdeka dibiarkan tanpa tindakan tegas.

Semua fakta berbahaya di atas hanya ada di masa ketika PDIP memegang pucuk pemerintahan. (zs)

Sumber:
",Rachmanto Wibowo,Pengamat: Ada Tujuh Fakta Bahayanya PDIP Berkuasa | zonasatu.com,link,http://www.zonasatu.com/2017/05/30/pengamat-ada-tujuh-fakta-bahayanya-pdip-berkuasa/,2017-09-15 09:22:02,5,0,2,5,0,0,0,0,0,0
1590935691169559_1908758829387242,,Sofie,,status,,2017-09-15 05:44:17,6,1,0,6,0,0,0,0,0,0
1590935691169559_1908765856053206,,Iyex Malmsteen,,status,,2017-09-15 06:18:14,1,0,0,1,0,0,0,0,0,0
1590935691169559_1908691366060655,👧https://118097554.blogspot.com/131607e04f13c186e029341e4781581d/131607e04f13c186e029341e4781581d.html 💃,Evhi Shavitri,,photo,https://www.facebook.com/photo.php?fbid=345996832493648&set=oa.1908691362727322&type=3,2017-09-15 01:10:52,0,0,0,0,0,0,0,0,0,0
1590935691169559_1907556826174109,,Moh Bima Suci,Suara Netizen Cyber Forums,photo,https://www.facebook.com/suaranetizencyberforums/photos/a.703770326490497.1073741829.699041816963348/765658343635028/?type=3,2017-09-12 03:18:26,6,2,1,3,1,2,0,0,0,0
1590935691169559_1907861639476961,,Iyex Malmsteen,,status,,2017-09-12 21:38:34,1,0,0,1,0,0,0,0,0,0
1590935691169559_1907773389485786,👦https://lkj98-hj.blogspot.com/51f701b2f4d69b26df398fcf42e5a358/51f701b2f4d69b26df398fcf42e5a358.html 🐛,Evhi Shavitri,,photo,https://www.facebook.com/photo.php?fbid=345149422578389&set=oa.1907773386152453&type=3,2017-09-12 16:02:11,1,0,0,1,0,0,0,0,0,0
1590935691169559_1907609339502191,,Iyex Malmsteen,,status,,2017-09-12 06:30:14,1,0,0,1,0,0,0,0,0,0
1590935691169559_1907533492843109,,Sopyan Abusro Sip,,status,,2017-09-12 01:27:23,1,0,0,1,0,0,0,0,0,0
1590935691169559_1907451812851277,,Iyex Malmsteen,,status,,2017-09-11 20:02:44,1,0,0,1,0,0,0,0,0,0
1590935691169559_1907442856185506,"Menjual berbagai macam jenis golok pedang katana samurai busur panah dll 

Minat 
Call/Wa 085723335877",Kahfi Ziad Assiddiq,,photo,https://www.facebook.com/photo.php?fbid=247209512468428&set=gm.1907442856185506&type=3,2017-09-11 19:13:01,0,0,0,0,0,0,0,0,0,0
1590935691169559_1907322319530893,,Aris Pati,"Pesona Bukit Pandang ""Santa Mulya"" Duren Sawit Kayen Pati",link,http://www.patitoday.com/2017/09/pesona-bukit-pandang-santa-mulya-duren.html,2017-09-11 10:27:24,1,0,0,1,0,0,0,0,0,0
1590935691169559_1906635316266260,,Moh Bima Suci,Suara Netizen Cyber Forums,link,https://www.facebook.com/suaranetizencyberforums/posts/764513363749526,2017-09-09 12:44:13,0,0,0,0,0,0,0,0,0,0
1590935691169559_1906634742932984,,Moh Bima Suci,Suara Netizen Cyber Forums,photo,https://www.facebook.com/suaranetizencyberforums/photos/a.703770326490497.1073741829.699041816963348/764530420414487/?type=3,2017-09-09 12:40:52,4,0,0,4,0,0,0,0,0,0
1590935691169559_1906558522940606,,Baron Setiabudi,Living Under the Last Pope: 12 Facts You Must Know,video,https://www.youtube.com/watch?v=tNBuD4UfMn4,2017-09-09 08:17:55,0,0,0,0,0,0,0,0,0,0
